DONOR,Donor,RECIPIENT,Recipient,SECTOR,Sector,FLOW,Flow,CHANNEL,Channel,AMOUNTTYPE,Amount type,FLOWTYPE,Flow type,AIDTYPE,Type of aid,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
20001,"DAC Countries, Total",288,Zambia,321,"III.2.a. Industry, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2014,2014,USD,US Dollar,6,Millions,,,1.450503,,
20001,"DAC Countries, Total",288,Zambia,321,"III.2.a. Industry, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2015,2015,USD,US Dollar,6,Millions,,,6.808976,,
20001,"DAC Countries, Total",288,Zambia,321,"III.2.a. Industry, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2016,2016,USD,US Dollar,6,Millions,,,2.03529,,
20001,"DAC Countries, Total",288,Zambia,321,"III.2.a. Industry, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2017,2017,USD,US Dollar,6,Millions,,,1.864215,,
20001,"DAC Countries, Total",288,Zambia,321,"III.2.a. Industry, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2018,2018,USD,US Dollar,6,Millions,,,0.174952,,
20001,"DAC Countries, Total",288,Zambia,322,"III.2.b. Mineral Resources & Mining, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2009,2009,USD,US Dollar,6,Millions,,,1.681734,,
20001,"DAC Countries, Total",288,Zambia,322,"III.2.b. Mineral Resources & Mining, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2010,2010,USD,US Dollar,6,Millions,,,0.848311,,
20001,"DAC Countries, Total",288,Zambia,322,"III.2.b. Mineral Resources & Mining, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2011,2011,USD,US Dollar,6,Millions,,,1.131439,,
20001,"DAC Countries, Total",288,Zambia,322,"III.2.b. Mineral Resources & Mining, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2012,2012,USD,US Dollar,6,Millions,,,0.398609,,
20001,"DAC Countries, Total",288,Zambia,322,"III.2.b. Mineral Resources & Mining, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2013,2013,USD,US Dollar,6,Millions,,,1.496335,,
20001,"DAC Countries, Total",288,Zambia,322,"III.2.b. Mineral Resources & Mining, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2014,2014,USD,US Dollar,6,Millions,,,0.419484,,
20001,"DAC Countries, Total",288,Zambia,322,"III.2.b. Mineral Resources & Mining, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2015,2015,USD,US Dollar,6,Millions,,,0.499245,,
20001,"DAC Countries, Total",288,Zambia,322,"III.2.b. Mineral Resources & Mining, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2016,2016,USD,US Dollar,6,Millions,,,0.457558,,
20001,"DAC Countries, Total",288,Zambia,322,"III.2.b. Mineral Resources & Mining, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2017,2017,USD,US Dollar,6,Millions,,,0.852252,,
20001,"DAC Countries, Total",580,Yemen,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2009,2009,USD,US Dollar,6,Millions,,,214.447971,,
20001,"DAC Countries, Total",580,Yemen,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2010,2010,USD,US Dollar,6,Millions,,,148.936962,,
20001,"DAC Countries, Total",580,Yemen,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2011,2011,USD,US Dollar,6,Millions,,,157.264444,,
20001,"DAC Countries, Total",580,Yemen,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2012,2012,USD,US Dollar,6,Millions,,,187.615287,,
20001,"DAC Countries, Total",580,Yemen,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2013,2013,USD,US Dollar,6,Millions,,,224.023985,,
20001,"DAC Countries, Total",580,Yemen,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2014,2014,USD,US Dollar,6,Millions,,,193.800545,,
20001,"DAC Countries, Total",580,Yemen,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2015,2015,USD,US Dollar,6,Millions,,,128.917898,,
20001,"DAC Countries, Total",580,Yemen,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2016,2016,USD,US Dollar,6,Millions,,,89.940348,,
20001,"DAC Countries, Total",580,Yemen,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2017,2017,USD,US Dollar,6,Millions,,,124.844447,,
20001,"DAC Countries, Total",580,Yemen,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2018,2018,USD,US Dollar,6,Millions,,,1.680474,,
20001,"DAC Countries, Total",580,Yemen,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2009,2009,USD,US Dollar,6,Millions,,,54.549123,,
20001,"DAC Countries, Total",580,Yemen,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2010,2010,USD,US Dollar,6,Millions,,,42.886799,,
20001,"DAC Countries, Total",580,Yemen,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2011,2011,USD,US Dollar,6,Millions,,,50.59468,,
20001,"DAC Countries, Total",580,Yemen,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2012,2012,USD,US Dollar,6,Millions,,,58.505831,,
20001,"DAC Countries, Total",580,Yemen,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2013,2013,USD,US Dollar,6,Millions,,,34.801945,,
20001,"DAC Countries, Total",580,Yemen,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2014,2014,USD,US Dollar,6,Millions,,,34.799517,,
20001,"DAC Countries, Total",580,Yemen,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2015,2015,USD,US Dollar,6,Millions,,,42.914706,,
20001,"DAC Countries, Total",580,Yemen,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2016,2016,USD,US Dollar,6,Millions,,,22.958242,,
20001,"DAC Countries, Total",580,Yemen,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2017,2017,USD,US Dollar,6,Millions,,,36.189841,,
20001,"DAC Countries, Total",580,Yemen,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2018,2018,USD,US Dollar,6,Millions,,,0.159166,,
20001,"DAC Countries, Total",580,Yemen,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2009,2009,USD,US Dollar,6,Millions,,,8.987046,,
20001,"DAC Countries, Total",580,Yemen,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2010,2010,USD,US Dollar,6,Millions,,,2.76256,,
20001,"DAC Countries, Total",580,Yemen,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2011,2011,USD,US Dollar,6,Millions,,,3.738125,,
20001,"DAC Countries, Total",580,Yemen,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2012,2012,USD,US Dollar,6,Millions,,,0.617101,,
20001,"DAC Countries, Total",580,Yemen,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2013,2013,USD,US Dollar,6,Millions,,,0.988327,,
20001,"DAC Countries, Total",580,Yemen,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2014,2014,USD,US Dollar,6,Millions,,,0.910301,,
20001,"DAC Countries, Total",580,Yemen,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2015,2015,USD,US Dollar,6,Millions,,,0.607424,,
20001,"DAC Countries, Total",580,Yemen,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2016,2016,USD,US Dollar,6,Millions,,,0.059164,,
20001,"DAC Countries, Total",580,Yemen,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2017,2017,USD,US Dollar,6,Millions,,,6.579217,,
20001,"DAC Countries, Total",580,Yemen,114,"I.1.d. Post-Secondary Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2009,2009,USD,US Dollar,6,Millions,,,15.552653,,
20001,"DAC Countries, Total",580,Yemen,114,"I.1.d. Post-Secondary Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2010,2010,USD,US Dollar,6,Millions,,,15.725745,,
20001,"DAC Countries, Total",580,Yemen,114,"I.1.d. Post-Secondary Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2011,2011,USD,US Dollar,6,Millions,,,18.931714,,
20001,"DAC Countries, Total",580,Yemen,114,"I.1.d. Post-Secondary Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2012,2012,USD,US Dollar,6,Millions,,,18.796774,,
20001,"DAC Countries, Total",580,Yemen,114,"I.1.d. Post-Secondary Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2013,2013,USD,US Dollar,6,Millions,,,18.200886,,
20001,"DAC Countries, Total",580,Yemen,114,"I.1.d. Post-Secondary Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2014,2014,USD,US Dollar,6,Millions,,,19.397634,,
20001,"DAC Countries, Total",580,Yemen,114,"I.1.d. Post-Secondary Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2015,2015,USD,US Dollar,6,Millions,,,17.283311,,
20001,"DAC Countries, Total",580,Yemen,114,"I.1.d. Post-Secondary Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2016,2016,USD,US Dollar,6,Millions,,,17.035085,,
20001,"DAC Countries, Total",580,Yemen,114,"I.1.d. Post-Secondary Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2017,2017,USD,US Dollar,6,Millions,,,17.007046,,
20001,"DAC Countries, Total",580,Yemen,114,"I.1.d. Post-Secondary Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2018,2018,USD,US Dollar,6,Millions,,,0.159166,,
20001,"DAC Countries, Total",580,Yemen,120,"I.2. Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2009,2009,USD,US Dollar,6,Millions,,,2.79134,,
20001,"DAC Countries, Total",580,Yemen,120,"I.2. Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2010,2010,USD,US Dollar,6,Millions,,,1.939759,,
20001,"DAC Countries, Total",580,Yemen,120,"I.2. Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2011,2011,USD,US Dollar,6,Millions,,,0.860221,,
20001,"DAC Countries, Total",580,Yemen,120,"I.2. Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2012,2012,USD,US Dollar,6,Millions,,,6.707187,,
20001,"DAC Countries, Total",580,Yemen,120,"I.2. Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2013,2013,USD,US Dollar,6,Millions,,,39.453451,,
20001,"DAC Countries, Total",580,Yemen,120,"I.2. Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2014,2014,USD,US Dollar,6,Millions,,,50.402471,,
20001,"DAC Countries, Total",580,Yemen,120,"I.2. Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2015,2015,USD,US Dollar,6,Millions,,,48.78611,,
20001,"DAC Countries, Total",580,Yemen,120,"I.2. Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2016,2016,USD,US Dollar,6,Millions,,,6,,
20001,"DAC Countries, Total",580,Yemen,120,"I.2. Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2017,2017,USD,US Dollar,6,Millions,,,11.569057,,
20001,"DAC Countries, Total",580,Yemen,121,"I.2.a. Health, General, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2009,2009,USD,US Dollar,6,Millions,,,0.807122,,
20001,"DAC Countries, Total",580,Yemen,121,"I.2.a. Health, General, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2010,2010,USD,US Dollar,6,Millions,,,1.200631,,
20001,"DAC Countries, Total",580,Yemen,121,"I.2.a. Health, General, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2011,2011,USD,US Dollar,6,Millions,,,0.043182,,
20001,"DAC Countries, Total",580,Yemen,121,"I.2.a. Health, General, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2012,2012,USD,US Dollar,6,Millions,,,2.005328,,
20001,"DAC Countries, Total",580,Yemen,121,"I.2.a. Health, General, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2013,2013,USD,US Dollar,6,Millions,,,4.115811,,
20001,"DAC Countries, Total",580,Yemen,121,"I.2.a. Health, General, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2014,2014,USD,US Dollar,6,Millions,,,4.415412,,
20001,"DAC Countries, Total",580,Yemen,121,"I.2.a. Health, General, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2015,2015,USD,US Dollar,6,Millions,,,2.707201,,
20001,"DAC Countries, Total",580,Yemen,121,"I.2.a. Health, General, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2016,2016,USD,US Dollar,6,Millions,,,6,,
20001,"DAC Countries, Total",580,Yemen,121,"I.2.a. Health, General, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2017,2017,USD,US Dollar,6,Millions,,,4.169151,,
20001,"DAC Countries, Total",580,Yemen,122,"I.2.b. Basic Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2009,2009,USD,US Dollar,6,Millions,,,1.984218,,
20001,"DAC Countries, Total",580,Yemen,122,"I.2.b. Basic Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2010,2010,USD,US Dollar,6,Millions,,,0.739128,,
20001,"DAC Countries, Total",580,Yemen,122,"I.2.b. Basic Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2011,2011,USD,US Dollar,6,Millions,,,0.817039,,
20001,"DAC Countries, Total",580,Yemen,122,"I.2.b. Basic Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2012,2012,USD,US Dollar,6,Millions,,,4.701859,,
20001,"DAC Countries, Total",580,Yemen,122,"I.2.b. Basic Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2013,2013,USD,US Dollar,6,Millions,,,35.33764,,
20001,"DAC Countries, Total",580,Yemen,122,"I.2.b. Basic Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2014,2014,USD,US Dollar,6,Millions,,,45.987059,,
20001,"DAC Countries, Total",580,Yemen,122,"I.2.b. Basic Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2015,2015,USD,US Dollar,6,Millions,,,46.078909,,
20001,"DAC Countries, Total",580,Yemen,122,"I.2.b. Basic Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2017,2017,USD,US Dollar,6,Millions,,,7.399906,,
20001,"DAC Countries, Total",580,Yemen,130,"I.3. Population Policies/Programmes & Reproductive Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2009,2009,USD,US Dollar,6,Millions,,,25.386145,,
20001,"DAC Countries, Total",580,Yemen,130,"I.3. Population Policies/Programmes & Reproductive Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2010,2010,USD,US Dollar,6,Millions,,,13.963041,,
20001,"DAC Countries, Total",580,Yemen,130,"I.3. Population Policies/Programmes & Reproductive Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2011,2011,USD,US Dollar,6,Millions,,,17.132762,,
20001,"DAC Countries, Total",580,Yemen,130,"I.3. Population Policies/Programmes & Reproductive Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2012,2012,USD,US Dollar,6,Millions,,,17.820726,,
20001,"DAC Countries, Total",580,Yemen,130,"I.3. Population Policies/Programmes & Reproductive Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2013,2013,USD,US Dollar,6,Millions,,,29.69041,,
20001,"DAC Countries, Total",580,Yemen,130,"I.3. Population Policies/Programmes & Reproductive Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2014,2014,USD,US Dollar,6,Millions,,,27.209841,,
20001,"DAC Countries, Total",580,Yemen,130,"I.3. Population Policies/Programmes & Reproductive Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2015,2015,USD,US Dollar,6,Millions,,,2.741682,,
20001,"DAC Countries, Total",580,Yemen,130,"I.3. Population Policies/Programmes & Reproductive Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2016,2016,USD,US Dollar,6,Millions,,,9.803689,,
20001,"DAC Countries, Total",580,Yemen,130,"I.3. Population Policies/Programmes & Reproductive Health, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2017,2017,USD,US Dollar,6,Millions,,,23.21412,,
20001,"DAC Countries, Total",580,Yemen,140,"I.4. Water Supply & Sanitation, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2009,2009,USD,US Dollar,6,Millions,,,60.776624,,
20001,"DAC Countries, Total",580,Yemen,140,"I.4. Water Supply & Sanitation, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2010,2010,USD,US Dollar,6,Millions,,,25.689306,,
20001,"DAC Countries, Total",580,Yemen,140,"I.4. Water Supply & Sanitation, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2011,2011,USD,US Dollar,6,Millions,,,28.152083,,
20001,"DAC Countries, Total",580,Yemen,140,"I.4. Water Supply & Sanitation, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2012,2012,USD,US Dollar,6,Millions,,,37.062232,,
20001,"DAC Countries, Total",580,Yemen,140,"I.4. Water Supply & Sanitation, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2013,2013,USD,US Dollar,6,Millions,,,10.061335,,
20001,"DAC Countries, Total",580,Yemen,140,"I.4. Water Supply & Sanitation, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2014,2014,USD,US Dollar,6,Millions,,,26.566445,,
20001,"DAC Countries, Total",580,Yemen,140,"I.4. Water Supply & Sanitation, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2015,2015,USD,US Dollar,6,Millions,,,1.759222,,
20001,"DAC Countries, Total",580,Yemen,140,"I.4. Water Supply & Sanitation, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2016,2016,USD,US Dollar,6,Millions,,,22.021525,,
20001,"DAC Countries, Total",580,Yemen,140,"I.4. Water Supply & Sanitation, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2017,2017,USD,US Dollar,6,Millions,,,8.905924,,
20001,"DAC Countries, Total",580,Yemen,150,"I.5. Government & Civil Society, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2009,2009,USD,US Dollar,6,Millions,,,32.631457,,
20001,"DAC Countries, Total",580,Yemen,150,"I.5. Government & Civil Society, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2010,2010,USD,US Dollar,6,Millions,,,54.147987,,
20001,"DAC Countries, Total",580,Yemen,150,"I.5. Government & Civil Society, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2011,2011,USD,US Dollar,6,Millions,,,32.770363,,
20001,"DAC Countries, Total",580,Yemen,150,"I.5. Government & Civil Society, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2012,2012,USD,US Dollar,6,Millions,,,65.249621,,
20001,"DAC Countries, Total",580,Yemen,150,"I.5. Government & Civil Society, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2013,2013,USD,US Dollar,6,Millions,,,108.297631,,
20001,"DAC Countries, Total",580,Yemen,150,"I.5. Government & Civil Society, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2014,2014,USD,US Dollar,6,Millions,,,48.749884,,
20001,"DAC Countries, Total",580,Yemen,150,"I.5. Government & Civil Society, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2015,2015,USD,US Dollar,6,Millions,,,14.664981,,
20001,"DAC Countries, Total",580,Yemen,150,"I.5. Government & Civil Society, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2016,2016,USD,US Dollar,6,Millions,,,22.471406,,
20001,"DAC Countries, Total",580,Yemen,150,"I.5. Government & Civil Society, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2017,2017,USD,US Dollar,6,Millions,,,44.32772,,
20001,"DAC Countries, Total",580,Yemen,150,"I.5. Government & Civil Society, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2018,2018,USD,US Dollar,6,Millions,,,1.521308,,
20001,"DAC Countries, Total",580,Yemen,151,"I.5.a. Government & Civil Society-general, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2009,2009,USD,US Dollar,6,Millions,,,18.908703,,
20001,"DAC Countries, Total",580,Yemen,151,"I.5.a. Government & Civil Society-general, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2010,2010,USD,US Dollar,6,Millions,,,41.429225,,
20001,"DAC Countries, Total",580,Yemen,151,"I.5.a. Government & Civil Society-general, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2011,2011,USD,US Dollar,6,Millions,,,28.599567,,
20001,"DAC Countries, Total",580,Yemen,151,"I.5.a. Government & Civil Society-general, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2012,2012,USD,US Dollar,6,Millions,,,61.549488,,
20001,"DAC Countries, Total",580,Yemen,151,"I.5.a. Government & Civil Society-general, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2013,2013,USD,US Dollar,6,Millions,,,99.749147,,
20001,"DAC Countries, Total",580,Yemen,151,"I.5.a. Government & Civil Society-general, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2014,2014,USD,US Dollar,6,Millions,,,33.191868,,
20001,"DAC Countries, Total",580,Yemen,151,"I.5.a. Government & Civil Society-general, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2015,2015,USD,US Dollar,6,Millions,,,6.286101,,
20001,"DAC Countries, Total",580,Yemen,151,"I.5.a. Government & Civil Society-general, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2016,2016,USD,US Dollar,6,Millions,,,12.040194,,
20001,"DAC Countries, Total",580,Yemen,151,"I.5.a. Government & Civil Society-general, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2017,2017,USD,US Dollar,6,Millions,,,26.146035,,
20001,"DAC Countries, Total",580,Yemen,151,"I.5.a. Government & Civil Society-general, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2018,2018,USD,US Dollar,6,Millions,,,0.255543,,
20001,"DAC Countries, Total",580,Yemen,160,"I.6. Other Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2009,2009,USD,US Dollar,6,Millions,,,38.313282,,
20001,"DAC Countries, Total",580,Yemen,160,"I.6. Other Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2010,2010,USD,US Dollar,6,Millions,,,10.31007,,
20001,"DAC Countries, Total",580,Yemen,160,"I.6. Other Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2011,2011,USD,US Dollar,6,Millions,,,27.754335,,
20001,"DAC Countries, Total",580,Yemen,160,"I.6. Other Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2012,2012,USD,US Dollar,6,Millions,,,2.26969,,
